"age","income","employment_years","debt","credit_history_years","num_open_accounts","num_delinquencies","has_mortgage","has_car_loan","has_credit_card","loan_amount","loan_to_income","loan_purpose","employment_status","region"
"27","66567.36","3","1889.35","11","11","0","1","0","1","39221.53","0.589","personal","self_employed","south"
"37","63574.82","6","20008.45","17","7","0","1","1","0","8989.63","0.141","personal","unemployed","south"
"68","47674.14","23","34970.8","49","4","1","1","0","1","36634.26","0.768","auto","employed","east"
"48","59546.29","7","18780.52","29","11","0","0","1","1","38500.51","0.647","business","employed","east"
"41","47549.2","12","21754.3","24","3","0","0","0","0","15604.23","0.328","personal","student","east"
"46","38565.97","18","15210.44","30","11","0","0","0","0","44914.45","1.165","education","employed","north"
"58","52927.71","22","2683.22","39","4","0","0","1","1","27035.54","0.511","medical","employed","west"
"31","37920.23","2","9118.34","11","5","1","1","0","1","6840.91","0.18","auto","employed","south"
"51","66455.95","25","457.08","28","5","2","1","0","1","14387.65","0.216","auto","employed","west"
"63","36998.29","10","344.52","43","11","0","1","0","0","36991.43","1.0","business","employed","south"
"47","74239.54","20","19820.99","29","3","3","1","1","0","33845.97","0.456","personal","self_employed","east"
"41","36370.42","8","1521.86","23","11","1","1","1","0","4129.39","0.114","medical","employed","east"
"25","48674.1","5","18834.65","4","4","0","1","0","0","17911.14","0.368","medical","self_employed","north"
"30","47507.93","3","621.87","11","4","0","0","0","0","23052.84","0.485","home_improvement","self_employed","south"
"67","86502.93","12","18556.6","43","8","0","1","0","0","12385.93","0.143","auto","employed","east"
"46","66605.8","13","9135.81","27","8","1","1","0","1","55367.0","0.831","education","employed","west"
"33","55765.32","1","31879.39","12","4","0","1","0","0","23504.96","0.421","home_improvement","employed","west"
"39","69974.39","5","18884.63","23","2","0","1","1","1","19072.82","0.273","education","employed","south"
"48","17856.15","20","29829.39","31","5","1","1","0","1","37862.77","2.12","education","self_employed","east"
"45","59137.33","20","5932.24","22","6","1","1","0","0","14521.8","0.246","education","employed","north"
"54","99950.28","5","15673.72","35","1","0","0","1","1","35111.41","0.351","business","self_employed","west"
"31","62646.93","10","3226.95","12","1","1","0","0","0","5015.99","0.08","medical","employed","west"
"51","61358.26","24","10036.74","30","11","0","1","1","1","13195.19","0.215","business","employed","west"
"41","70962.57","18","11854.75","25","1","1","1","1","1","35736.06","0.504","business","employed","south"
"66","77912.1","31","6289.7","46","5","0","0","1","0","43552.97","0.559","medical","employed","south"
"26","20050.67","5","413.97","7","9","0","0","0","1","8400.56","0.419","auto","self_employed","west"
"25","26353.47","3","1962.21","8","4","3","1","0","0","6652.68","0.252","personal","unemployed","east"
"42","64205.83","14","13076.98","23","6","0","1","0","1","28511.7","0.444","auto","employed","north"
"44","45702.47","21","2323.84","24","1","0","0","0","0","10654.49","0.233","personal","self_employed","east"
"53","86240.51","6","22529.93","36","9","0","1","1","0","15971.33","0.185","medical","unemployed","east"
"39","53696.51","7","4181.98","19","7","0","0","1","1","33146.08","0.617","business","employed","south"
"65","21309.39","7","1417.47","43","10","0","0","0","1","11838.47","0.556","business","employed","south"
"42","34639.72","20","36490.78","24","10","0","1","0","0","9481.39","0.274","education","employed","north"
"24","15000.0","2","7362.05","0","4","1","1","1","1","483.73","0.032","auto","employed","south"
"24","55317.49","3","18852.55","3","1","1","1","0","1","20149.33","0.364","personal","student","north"
"68","56232.32","38","22707.81","46","4","0","0","1","0","7951.35","0.141","business","employed","south"
"24","51510.75","5","22950.31","8","2","0","0","1","1","15542.59","0.302","home_improvement","employed","north"
"67","81577.58","11","3267.77","45","6","1","1","1","1","881.45","0.011","education","unemployed","south"
"32","83970.4","10","12227.28","13","2","0","1","0","0","44599.09","0.531","auto","employed","east"
"22","56592.23","3","4418.73","0","11","0","1","1","1","52477.14","0.927","business","self_employed","south"
"33","17306.13","2","44355.81","10","7","0","0","0","1","4127.04","0.238","personal","employed","north"
"49","72345.63","21","4138.5","31","3","0","1","0","0","23851.38","0.33","personal","employed","west"
"40","71107.2","8","2425.92","22","11","0","0","0","1","5593.94","0.079","personal","employed","south"
"58","66187.83","24","2512.79","42","9","1","1","1","1","15360.27","0.232","medical","employed","east"
"49","79629.59","15","2959.93","28","5","3","1","1","1","47052.04","0.591","medical","employed","east"
"38","36703.44","6","31231.13","16","2","0","0","0","1","12999.67","0.354","business","self_employed","east"
"51","100175.11","6","44069.37","32","4","0","0","0","0","15709.44","0.157","business","self_employed","south"
"68","40811.44","9","9291.01","51","7","0","1","1","0","5862.06","0.144","personal","self_employed","west"
"39","74984.46","3","845.08","21","9","0","0","1","0","37192.84","0.496","medical","employed","west"
"25","26253.05","4","11843.11","6","3","1","0","1","0","28949.0","1.103","business","retired","west"
"39","41394.71","8","12070.7","15","9","0","1","0","1","13358.04","0.323","auto","employed","south"
"61","90327.37","11","11203.61","44","4","2","1","0","1","19311.71","0.214","education","unemployed","south"
"29","54782.0","7","7184.45","10","3","0","0","0","0","10083.84","0.184","personal","self_employed","north"
"67","76798.45","31","17656.5","46","5","0","1","1","1","32953.18","0.429","personal","employed","south"
"48","64739.11","15","19742.08","30","2","0","0","0","1","38030.41","0.587","medical","employed","west"
"49","57900.84","26","18877.0","26","5","0","0","0","0","1180.59","0.02","medical","unemployed","south"
"34","87277.01","6","11206.5","10","4","1","0","1","0","51402.3","0.589","medical","self_employed","west"
"65","55266.82","36","1780.54","46","4","0","0","1","0","1348.88","0.024","personal","employed","west"
"19","24385.24","0","22990.0","0","9","0","1","0","1","39329.46","1.613","medical","unemployed","east"
"33","43935.2","10","15150.17","11","4","0","1","1","0","22247.42","0.506","education","employed","east"
"39","71023.83","18","25660.29","17","8","0","0","1","1","12444.48","0.175","medical","employed","west"
"42","67910.18","18","24480.91","25","8","1","0","0","0","13859.5","0.204","personal","self_employed","north"
"42","28658.83","13","2061.14","26","8","0","0","0","0","19497.31","0.68","business","unemployed","north"
"25","45513.15","4","2210.67","6","3","0","0","0","0","23126.27","0.508","medical","employed","north"
"29","48365.57","4","5933.51","12","10","0","1","0","0","6197.68","0.128","education","employed","west"
"22","52690.61","2","2324.82","4","3","0","1","0","0","16490.9","0.313","auto","employed","south"
"47","32481.73","20","24063.02","26","4","0","0","0","1","8439.91","0.26","business","employed","north"
"36","47432.58","16","19215.72","15","10","0","1","1","0","1774.26","0.037","personal","employed","north"
"47","45427.79","14","28190.21","30","4","0","0","1","0","7740.32","0.17","personal","employed","south"
"48","75430.67","4","19757.84","32","8","0","0","1","0","2750.38","0.036","personal","unemployed","south"
"54","76182.43","20","17503.79","36","1","0","1","0","1","13697.68","0.18","home_improvement","employed","north"
"46","57083.79","5","29396.76","26","7","2","0","1","0","26487.12","0.464","medical","employed","north"
"51","52159.2","9","20636.73","28","10","0","1","1","1","21810.66","0.418","medical","employed","west"
"48","62798.49","10","15817.21","29","8","0","0","1","1","49615.17","0.79","home_improvement","employed","west"
"51","43668.5","22","32765.44","33","7","0","0","1","0","13156.8","0.301","home_improvement","employed","north"
"50","37063.36","7","16382.17","30","10","0","1","0","1","27040.11","0.73","personal","employed","south"
"34","41195.58","3","11347.91","18","4","1","1","1","1","20096.3","0.488","personal","employed","south"
"30","47303.74","1","4946.12","12","5","0","1","1","0","32235.06","0.681","business","employed","south"
"58","36730.52","31","23436.31","42","1","0","1","1","1","30746.98","0.837","auto","employed","north"
"35","63241.19","11","29844.61","15","8","2","0","0","0","17525.12","0.277","auto","student","west"
"46","74594.31","3","14392.95","27","8","1","0","1","1","22589.77","0.303","auto","employed","east"
"28","28258.03","1","30694.99","7","9","1","0","1","1","8838.96","0.313","medical","employed","west"
"40","60502.57","12","8640.18","19","9","0","1","1","0","29205.2","0.483","business","employed","south"
"45","55601.28","8","14334.56","26","2","0","0","0","0","8183.14","0.147","auto","employed","west"
"50","66830.17","18","14518.86","27","8","0","1","0","0","31652.4","0.474","auto","employed","east"
"45","59741.22","12","6276.07","21","9","0","0","1","0","19652.4","0.329","personal","self_employed","north"
"36","30928.01","15","43606.33","20","3","0","1","1","0","12694.07","0.41","personal","employed","south"
"68","34752.21","16","14205.69","44","6","1","0","0","1","16512.0","0.475","medical","employed","west"
"44","60588.47","16","10107.23","27","11","0","1","1","1","17612.06","0.291","home_improvement","employed","west"
"60","80575.62","6","15311.55","42","5","0","0","1","0","39459.56","0.49","auto","employed","east"
"56","15716.25","32","9033.76","36","9","0","1","0","1","68502.4","4.359","education","retired","north"
"47","66914.53","25","5881.58","31","6","0","0","0","1","38298.06","0.572","business","employed","east"
"64","83792.44","31","26798.88","45","8","0","1","1","1","11520.11","0.137","auto","employed","west"
"24","56939.48","2","7452.66","7","7","1","1","1","1","29446.73","0.517","auto","employed","north"
"65","71004.05","12","5053.5","45","8","0","1","1","0","30099.94","0.424","education","employed","south"
"62","45938.62","33","30714.31","39","9","1","1","1","1","6122.59","0.133","education","employed","north"
"44","57612.68","17","31083.05","20","10","0","1","0","1","1088.01","0.019","education","employed","north"
"56","27581.73","10","21203.89","39","4","1","0","0","1","19050.79","0.691","business","employed","west"
"45","15000.0","12","9538.59","25","11","0","1","1","1","32115.61","2.141","business","employed","north"
"31","78855.32","6","12126.35","11","7","1","0","1","0","4177.12","0.053","medical","self_employed","north"
"59","40300.1","31","5350.2","40","7","1","1","0","1","9186.53","0.228","personal","employed","north"
"30","50889.44","7","3062.72","9","4","0","1","1","1","28589.78","0.562","home_improvement","employed","west"
"34","32271.15","9","2467.0","10","5","0","1","0","0","20625.85","0.639","business","unemployed","south"
"45","31800.61","16","7583.35","26","8","1","0","0","0","41244.1","1.297","medical","employed","west"
"61","56523.25","13","2583.35","45","5","0","0","0","1","1170.51","0.021","education","retired","south"
"37","45408.46","7","3764.46","13","4","1","0","0","0","55282.47","1.217","home_improvement","student","east"
"43","67559.42","3","17632.83","19","10","2","0","1","0","3069.89","0.045","home_improvement","employed","west"
"20","69050.77","1","17815.15","2","5","1","1","1","1","10437.46","0.151","home_improvement","employed","east"
"24","66416.99","2","35409.51","4","8","0","1","0","0","19116.31","0.288","auto","unemployed","east"
"20","64772.02","0","6979.94","0","1","0","0","1","1","2983.12","0.046","education","employed","north"
"21","91555.36","0","18553.21","1","1","4","0","1","1","19418.67","0.212","home_improvement","employed","north"
"63","38648.12","12","18752.55","43","10","0","0","1","0","18894.1","0.489","auto","employed","east"
"61","58901.3","24","11953.95","37","2","0","1","0","0","17063.39","0.29","education","employed","south"
"60","82653.8","12","23932.0","37","9","0","0","1","0","7363.83","0.089","education","unemployed","north"
"20","85290.8","0","24302.75","0","10","1","1","0","0","26489.84","0.311","personal","self_employed","north"
"22","31564.73","2","18928.93","5","6","0","0","0","0","15239.94","0.483","medical","student","south"
"32","53752.89","5","11932.32","13","10","0","1","1","1","36554.97","0.68","personal","self_employed","north"
"47","87162.42","11","10709.64","25","5","0","0","0","1","17294.42","0.198","business","self_employed","east"
"35","70161.58","7","1413.05","17","11","1","0","0","1","5530.29","0.079","personal","employed","south"
"43","63905.26","18","5328.99","23","3","0","0","1","1","5315.66","0.083","business","retired","south"
"26","55646.31","2","7535.91","5","5","1","1","1","0","17418.36","0.313","home_improvement","retired","north"
"56","52323.98","26","1512.34","40","5","1","1","0","0","961.93","0.018","auto","unemployed","east"
"34","65764.38","13","20279.09","13","9","3","0","0","1","249.43","0.004","medical","unemployed","north"
"21","54952.52","1","29359.53","0","1","2","0","0","1","27911.86","0.508","medical","employed","east"
"56","59148.43","16","4103.25","39","10","0","1","1","0","6665.05","0.113","education","employed","west"
"64","61571.97","32","18401.3","44","1","0","0","1","0","41182.9","0.669","home_improvement","student","west"
"18","46438.57","0","2590.67","0","4","0","0","1","0","22395.75","0.482","education","employed","east"
"40","70642.59","9","11340.93","24","7","4","0","0","0","19342.36","0.274","personal","employed","west"
"61","118284.89","22","6716.05","40","2","0","1","0","0","4478.51","0.038","auto","employed","west"
"54","24460.27","12","22222.75","36","6","0","0","0","0","31465.58","1.286","business","employed","east"
"62","66480.25","8","6854.54","43","11","1","1","0","1","19956.43","0.3","personal","employed","south"
"39","44796.2","9","27139.92","18","10","0","0","1","0","9708.55","0.217","home_improvement","employed","east"
"37","71548.05","3","12051.35","21","1","1","1","0","0","22997.37","0.321","education","employed","west"
"54","60931.15","15","7204.76","38","7","0","0","1","1","5241.78","0.086","education","employed","east"
"25","75237.1","3","39.66","5","7","0","1","1","0","4529.91","0.06","medical","employed","south"
"30","83510.13","10","18038.45","6","1","0","1","0","0","3197.21","0.038","business","employed","north"
"49","63848.42","3","25742.62","33","8","0","0","1","1","25242.91","0.395","personal","self_employed","north"
"52","82641.05","20","18279.86","29","6","0","0","1","1","19951.13","0.241","medical","employed","south"
"24","15000.0","2","41865.98","8","8","2","0","0","1","35734.69","2.382","auto","employed","west"
"44","91809.05","3","32157.45","24","4","0","0","0","0","6200.15","0.068","medical","employed","east"
"36","67501.24","5","11309.67","17","3","0","0","0","1","28620.02","0.424","personal","employed","north"
"44","81556.87","5","11183.67","24","9","1","1","0","0","18291.94","0.224","medical","unemployed","west"
"67","35602.49","13","20636.36","51","8","1","1","1","1","5854.32","0.164","business","employed","south"
"21","43384.6","0","4943.77","0","2","0","1","1","0","25779.62","0.594","auto","employed","south"
"69","62918.77","21","28995.46","51","3","2","1","0","0","19009.82","0.302","home_improvement","self_employed","west"
"41","59659.24","12","19339.21","19","7","0","1","1","0","10563.21","0.177","personal","employed","south"
"58","65661.37","4","18077.51","37","10","0","0","1","0","20629.99","0.314","business","unemployed","east"
"40","81690.3","5","23243.44","20","3","0","0","0","1","18057.04","0.221","business","retired","west"
"34","24695.59","2","35673.96","16","3","1","0","1","0","17694.68","0.717","home_improvement","self_employed","east"
"58","79476.38","21","17051.46","37","9","0","1","0","0","13811.1","0.174","auto","retired","east"
"53","60165.64","12","13643.52","29","8","0","0","0","1","425.77","0.007","business","employed","south"
"25","55924.36","3","33104.64","1","10","1","0","0","0","21121.48","0.378","education","employed","west"
"54","30577.7","9","26610.6","30","9","0","1","1","0","7959.28","0.26","medical","employed","north"
"57","70060.97","4","11148.24","40","11","0","0","1","1","4695.07","0.067","home_improvement","employed","south"
"38","15000.0","17","15062.24","17","3","1","0","0","0","16389.5","1.093","medical","employed","west"
"66","72967.88","8","17344.57","47","3","0","0","0","1","31010.4","0.425","home_improvement","employed","south"
"51","30157.88","6","19341.76","27","3","0","0","0","0","22784.2","0.755","business","employed","north"
"35","61069.16","3","1279.2","11","1","0","0","1","0","12032.87","0.197","personal","employed","south"
"18","57616.62","0","3509.82","0","9","3","0","1","0","11429.81","0.198","home_improvement","self_employed","south"
"53","83390.76","20","4351.32","36","8","0","1","0","0","29537.2","0.354","personal","employed","east"
"28","56426.9","5","3423.14","10","1","0","0","1","1","15951.04","0.283","home_improvement","employed","north"
"57","46117.23","34","7274.11","35","3","0","1","1","0","31960.47","0.693","medical","employed","south"
"45","49867.95","4","22616.53","23","3","0","0","1","1","8110.24","0.163","education","self_employed","west"
"42","85457.66","21","12972.85","23","5","4","0","1","1","1231.12","0.014","auto","employed","north"
"26","70725.94","2","17356.74","9","6","0","0","1","0","12286.01","0.174","education","self_employed","west"
"54","52287.4","21","308.36","37","4","0","1","1","1","52551.86","1.005","personal","employed","north"
"26","55271.07","3","9460.29","4","11","0","1","0","1","45161.29","0.817","medical","employed","south"
"39","28656.46","8","22047.09","19","3","0","0","0","0","30597.32","1.068","business","retired","east"
"61","67769.48","36","22139.43","41","7","0","1","1","1","25348.14","0.374","personal","employed","west"
"65","24803.69","10","6305.11","42","5","4","0","0","0","7934.15","0.32","medical","employed","south"
"69","75035.93","45","16939.95","53","5","1","0","1","0","22351.37","0.298","medical","employed","north"
"67","62572.43","19","41386.17","45","10","0","1","1","0","11761.68","0.188","auto","employed","west"
"46","107739.04","17","14788.82","28","11","0","1","0","0","7749.96","0.072","personal","employed","west"
"28","37997.29","8","6681.76","4","1","0","0","1","0","22322.05","0.587","personal","employed","east"
"61","57946.76","6","12914.85","37","6","0","0","0","1","12933.35","0.223","home_improvement","employed","north"
"59","95965.75","34","16106.13","39","2","0","0","1","0","33039.49","0.344","education","student","east"
"69","83827.79","28","13185.98","51","5","0","1","1","0","9039.32","0.108","business","employed","south"
"51","46075.76","21","14623.74","33","7","1","0","0","0","21125.17","0.458","education","employed","south"
"25","64479.35","1","2321.36","8","5","2","1","1","1","6813.54","0.106","home_improvement","unemployed","north"
"44","60039.99","13","3448.43","20","4","0","1","0","1","13855.46","0.231","personal","employed","south"
"41","65639.12","14","13207.98","24","4","2","0","0","1","24569.4","0.374","business","student","west"
"61","46026.39","19","13016.78","41","4","0","0","1","1","3240.38","0.07","home_improvement","employed","north"
"38","58213.59","4","8205.73","18","4","0","1","1","1","22463.48","0.386","personal","self_employed","west"
"35","28038.95","5","12875.84","13","5","1","0","0","1","16814.93","0.6","education","student","east"
"22","62702.47","3","15732.18","0","8","0","1","0","1","10091.2","0.161","personal","employed","east"
"61","69000.41","5","25672.96","40","2","0","1","0","1","12941.41","0.188","personal","unemployed","west"
"57","55451.61","26","13809.46","35","1","1","1","0","1","17681.72","0.319","business","self_employed","north"
"20","27698.98","1","19789.24","0","6","0","0","1","0","8482.45","0.306","medical","unemployed","west"
"40","79770.64","2","8500.8","21","8","1","0","0","1","20106.42","0.252","business","employed","south"
"42","67290.5","5","21865.15","25","3","0","0","1","1","15827.35","0.235","education","employed","south"
"42","45479.7","15","19508.76","25","3","1","0","1","0","10830.76","0.238","business","employed","south"
"65","54387.99","6","25389.8","46","7","0","1","1","1","43847.63","0.806","home_improvement","retired","east"
"25","29986.61","4","23561.53","9","5","0","0","0","1","26228.6","0.875","home_improvement","employed","south"
"33","39491.8","9","22064.83","15","9","0","1","1","1","14259.32","0.361","business","employed","west"
"27","49243.77","5","13818.99","7","2","1","1","0","1","22187.91","0.451","business","student","north"
"30","84568.42","4","17939.27","10","2","0","1","0","1","4597.7","0.054","business","employed","east"
"65","47209.93","30","27762.11","42","7","1","1","0","1","13448.43","0.285","business","employed","east"
"66","72804.27","27","7175.11","42","5","0","1","1","1","15198.84","0.209","medical","employed","east"
"20","49233.68","0","7459.11","0","9","0","0","1","1","1298.09","0.026","business","self_employed","east"
"50","64958.95","17","17177.18","34","6","0","1","1","0","25810.31","0.397","auto","employed","east"
"30","57172.09","9","19983.36","11","4","0","1","1","0","12415.81","0.217","business","employed","west"
"28","77461.13","6","5110.72","6","2","2","0","1","0","14668.0","0.189","home_improvement","employed","north"
"33","49303.77","7","14102.85","12","2","0","0","0","1","11469.2","0.233","personal","employed","south"
"28","28549.43","3","13872.01","8","9","0","1","0","1","64386.36","2.255","medical","employed","east"
"43","32361.02","4","11583.36","24","3","0","0","1","1","10060.77","0.311","personal","employed","south"
"69","49362.45","15","12364.87","50","6","0","0","1","1","11030.15","0.223","personal","self_employed","west"
"48","35018.8","3","13112.19","27","9","0","1","0","1","3998.98","0.114","medical","employed","east"
"55","68204.24","32","13076.48","38","10","2","1","1","1","31389.54","0.46","medical","employed","east"
"43","50684.64","6","31990.97","23","3","0","1","0","1","40046.79","0.79","home_improvement","employed","north"
"18","107492.13","0","410.42","1","2","0","1","1","0","9773.04","0.091","auto","employed","south"
"22","25245.71","0","5104.53","0","9","0","1","1","1","39184.25","1.552","business","self_employed","east"
"31","64072.66","4","16346.35","8","8","0","1","1","0","31123.85","0.486","medical","employed","south"
"30","37440.94","5","9229.0","10","4","0","1","1","1","17157.8","0.458","medical","student","west"
"61","50131.97","15","10252.28","42","7","0","1","1","1","16093.31","0.321","business","self_employed","north"
"61","62828.39","31","8880.27","37","3","0","1","0","0","22713.05","0.362","education","unemployed","north"
"62","15000.0","38","28292.13","41","8","1","1","1","0","33161.84","2.211","auto","self_employed","south"
"51","64736.52","26","25327.41","32","9","3","1","1","0","25959.42","0.401","business","employed","south"
"46","98058.15","6","15934.28","30","4","2","1","1","0","9847.88","0.1","business","retired","west"
"51","50931.23","23","10552.64","35","6","1","0","0","1","17386.89","0.341","education","unemployed","west"
"39","65196.16","4","27314.28","22","4","0","1","0","1","49718.95","0.763","home_improvement","employed","south"
"52","80498.43","28","14762.91","34","1","1","1","1","1","23768.21","0.295","business","employed","east"
"59","56720.93","21","5180.76","37","2","0","1","0","1","33039.88","0.582","personal","employed","south"
"57","48380.8","14","5594.98","37","11","0","1","1","1","28098.27","0.581","education","self_employed","east"
"49","15000.0","6","9704.23","25","6","0","1","0","0","24100.37","1.607","home_improvement","employed","east"
"21","72819.81","0","24055.72","1","2","0","0","1","0","21630.48","0.297","medical","self_employed","east"
"55","57736.63","11","42318.46","31","1","3","0","1","0","33460.86","0.58","business","employed","west"
"37","39746.32","15","15739.32","17","4","1","0","0","0","30779.63","0.774","medical","employed","east"
"56","62531.93","28","5815.73","37","11","0","0","1","0","23958.4","0.383","auto","employed","south"
"46","48326.39","24","780.42","24","5","0","0","1","0","9593.56","0.199","education","employed","north"
"63","49431.48","8","21623.46","43","11","0","0","1","0","25783.38","0.522","medical","employed","east"
"35","72125.82","9","6175.39","17","6","0","0","1","1","18994.88","0.263","personal","unemployed","west"
"66","33232.35","14","21604.14","46","9","1","0","1","1","15376.16","0.463","education","employed","east"
"61","80946.31","22","24812.54","40","9","4","1","0","1","60181.64","0.743","education","student","west"
"35","32046.28","6","20235.35","16","1","0","1","0","1","3085.77","0.096","business","self_employed","south"
"43","46745.97","8","12364.06","21","1","0","0","0","1","34377.69","0.735","medical","unemployed","north"
"45","98458.92","15","21779.29","21","11","0","1","1","0","7059.94","0.072","education","employed","east"
"57","82547.1","9","17051.26","38","11","0","1","1","0","21967.93","0.266","education","unemployed","north"
"53","61952.08","16","5662.51","35","2","0","1","1","0","58528.81","0.945","home_improvement","student","north"
"62","41189.4","27","37204.95","43","8","0","0","0","1","5564.47","0.135","business","self_employed","east"
"37","49414.55","3","10779.85","14","11","0","1","1","1","9141.91","0.185","auto","employed","south"
"44","61465.51","21","24309.03","27","11","0","0","1","1","19737.29","0.321","personal","self_employed","east"
"40","60750.46","11","14023.37","16","4","0","0","0","1","7291.75","0.12","auto","employed","east"
"65","58182.58","35","30317.65","46","9","1","0","0","0","33260.85","0.572","medical","employed","south"
"33","59383.35","9","32625.16","10","8","0","1","0","1","11982.06","0.202","business","self_employed","east"
"48","55712.5","20","15358.01","25","11","1","0","1","1","29810.14","0.535","personal","unemployed","east"
"24","31160.43","4","21705.25","1","2","0","1","1","1","62.16","0.002","home_improvement","employed","east"
"62","49669.79","35","21702.18","38","7","0","1","0","1","7102.47","0.143","auto","employed","east"
"37","78292.48","11","7286.6","20","1","0","1","0","0","16565.23","0.212","personal","student","south"
"35","32633.31","5","21565.47","14","4","1","0","1","0","3527.62","0.108","business","employed","east"
"48","56208.89","5","5296.43","32","1","0","0","0","0","42774.03","0.761","personal","employed","east"
"43","43604.92","14","7694.92","25","5","0","0","1","0","2947.05","0.068","auto","self_employed","north"
"62","62227.01","6","28523.32","46","9","0","1","0","0","4434.7","0.071","business","unemployed","north"
"45","52227.34","7","26695.89","23","8","3","0","0","1","26204.3","0.502","auto","employed","north"
"44","89547.87","3","6523.49","23","4","0","1","0","0","11204.54","0.125","auto","employed","north"
"23","70131.66","2","6197.08","1","5","0","0","1","1","2775.82","0.04","education","employed","south"
"19","33763.94","0","7252.84","2","5","1","1","0","1","50599.46","1.499","medical","employed","west"
"38","73424.56","11","23791.67","20","9","0","1","1","1","4975.49","0.068","business","unemployed","west"
"69","44506.96","37","3000.18","47","3","0","1","0","1","17056.13","0.383","education","unemployed","west"
"65","48460.07","35","19280.55","42","2","1","1","0","1","16862.11","0.348","education","employed","east"
"50","66276.38","11","23962.16","27","6","0","1","0","0","30654.64","0.463","personal","employed","north"
"50","50165.05","17","13941.05","34","10","0","0","0","0","26935.29","0.537","auto","employed","south"
"38","77857.12","11","27120.76","19","6","0","1","0","0","7597.98","0.098","education","employed","west"
"27","44509.8","4","11348.28","11","3","0","1","1","1","15112.59","0.34","medical","employed","west"
"18","47621.07","0","12433.73","0","1","2","1","0","0","16596.16","0.349","medical","employed","west"
"35","46872.58","4","3273.05","18","11","0","0","1","1","31234.39","0.666","medical","unemployed","south"
"34","48687.23","14","27206.13","11","9","0","0","0","0","2475.17","0.051","business","employed","south"
"27","81983.83","1","5801.75","10","2","0","1","0","0","50271.66","0.613","auto","self_employed","east"
"31","72575.93","9","19197.26","15","1","0","1","1","1","8612.25","0.119","home_improvement","employed","north"
"19","94198.88","0","14144.21","0","2","0","1","1","1","19868.76","0.211","auto","unemployed","north"
"49","105352.88","9","2366.6","30","5","0","0","0","1","2600.16","0.025","personal","retired","north"
"66","39385.66","33","7690.76","47","9","2","0","0","0","527.61","0.013","auto","employed","east"
"53","61408.38","5","31594.47","32","2","0","0","1","0","6883.57","0.112","personal","employed","north"
"41","36475.99","16","17419.89","23","10","1","1","0","0","5442.15","0.149","personal","self_employed","east"
"39","44447.88","12","2890.2","17","1","0","1","0","0","13786.14","0.31","personal","employed","south"
"33","47398.35","2","18663.94","14","9","0","1","1","0","5315.52","0.112","education","employed","west"
"25","38856.9","1","13246.63","7","4","1","0","1","1","30433.29","0.783","auto","employed","north"
"49","38962.25","21","56448.56","30","11","1","0","0","1","8255.24","0.212","education","student","south"
"47","57114.31","9","18421.49","31","6","0","1","0","1","6592.77","0.115","business","employed","north"
"18","35665.63","0","10432.5","0","3","0","1","0","0","14105.47","0.395","medical","employed","south"
"39","76842.54","14","32040.34","18","3","1","0","0","0","34892.58","0.454","personal","employed","east"
"32","41644.93","9","7092.43","15","10","0","1","1","0","23223.14","0.558","medical","self_employed","north"
"26","116191.38","2","16131.84","9","5","0","0","1","1","18504.66","0.159","education","employed","east"
"54","50972.31","24","38933.14","33","4","0","0","0","1","1495.67","0.029","education","student","west"
"45","61440.35","23","13605.61","26","9","0","1","0","0","2859.37","0.047","home_improvement","self_employed","north"
"50","34093.18","5","5799.61","33","6","0","1","0","0","823.85","0.024","business","employed","north"
"55","94121.84","13","10248.98","33","8","0","1","0","0","39602.77","0.421","home_improvement","employed","west"
"69","82390.01","14","32454.22","47","5","2","1","1","1","27958.45","0.339","education","unemployed","east"
"59","65938.32","16","19512.84","43","1","0","1","0","1","7075.69","0.107","business","unemployed","west"
"50","33063.95","22","4933.73","33","1","0","1","1","1","11534.43","0.349","business","employed","east"
